latitude,longitude,acq_date,fire_occurred,temperature,humidity,wind_speed,precipitation,elevation,vpd
28.2,82.1,2014-05-17,1,33.84,23.4,3.5,0.0,591.0,4.038
30.1,80.3,2014-06-06,0,22.46,39.99,2.22,0.0,2572.0,1.632
29.5,87.7,2017-10-12,0,2.46,46.8,2.39,0.07,5266.0,0.388
26.6,85.3,2015-10-30,0,22.39,63.08,1.37,1.63,68.0,1.0
27.8,82.7,2022-04-26,1,28.75,25.35,3.16,0.0,328.0,2.947
27.4,84.5,2021-03-22,1,27.26,21.57,2.0,0.0,383.0,2.839
27.1,85.5,2016-04-25,1,31.64,9.34,3.28,0.0,132.0,4.224
28.9,86.2,2023-05-07,0,0.07,60.04,4.98,0.0,4976.0,0.245
27.7,83.7,2022-09-10,0,26.45,85.76,1.58,4.5,838.0,0.492
26.8,87.0,2016-03-14,1,20.14,54.6,2.96,1.26,135.0,1.071
29.7,87.8,2018-07-25,0,9.11,73.28,2.12,1.43,5097.0,0.309
28.6,83.6,2017-01-22,1,3.24,35.92,1.2,0.0,3202.0,0.494
27.4,88.0,2020-05-09,0,6.83,78.64,1.52,0.09,3110.0,0.212
27.5,84.2,2016-02-24,1,21.19,21.08,1.1,0.0,298.0,1.986
28.2,82.0,2024-04-15,1,30.36,27.26,2.78,0.0,474.0,3.151
28.8,86.0,2024-02-08,0,-13.59,42.52,4.47,0.0,5026.0,0.123
27.4,84.7,2016-03-18,1,22.7,30.3,1.78,0.0,401.0,1.923
26.8,86.3,2013-03-21,0,22.94,38.05,2.15,0.82,143.0,1.734
27.9,82.6,2021-04-11,1,25.62,11.74,2.44,0.0,781.0,2.901
28.3,88.0,2013-11-06,0,-3.89,59.33,3.3,0.0,5052.0,0.186
28.6,81.0,2016-04-29,1,32.69,11.45,2.63,0.0,158.0,4.377
30.4,83.9,2016-11-12,0,-11.21,42.6,4.96,0.0,5805.0,0.149
28.2,81.9,2022-04-24,1,30.05,22.78,3.11,0.0,498.0,3.286
28.9,81.3,2023-06-07,1,27.2,37.06,1.61,0.08,1425.0,2.27
28.9,80.9,2016-04-14,1,27.58,20.75,1.62,0.0,851.0,2.923
28.4,81.3,2021-10-14,0,27.04,68.58,1.14,0.0,169.0,1.123
28.9,88.0,2019-06-01,0,8.37,19.83,2.06,0.08,4328.0,0.882
26.5,81.9,2019-10-01,0,25.41,87.32,1.05,1.6,108.0,0.412
27.4,82.6,2023-01-03,0,13.39,70.23,1.1,0.0,95.0,0.457
26.5,81.9,2019-12-20,0,10.54,78.4,1.33,0.0,108.0,0.275
26.8,84.9,2018-01-03,0,14.66,47.6,1.75,0.0,70.0,0.874
27.1,82.7,2017-05-23,0,36.29,31.37,1.19,0.0,90.0,4.143
27.8,80.4,2021-07-08,0,32.18,70.28,2.84,0.75,148.0,1.428
27.8,80.6,2024-01-01,0,13.7,53.49,1.44,0.0,151.0,0.729
28.8,82.5,2021-04-03,1,3.43,25.68,2.05,0.0,2201.0,0.581
27.4,86.0,2021-03-25,1,12.29,36.43,2.19,0.0,833.0,0.909
27.1,86.7,2024-04-08,1,24.36,24.18,2.75,0.09,613.0,2.312
29.9,85.9,2024-06-22,0,5.74,57.34,2.28,4.25,5576.0,0.392
26.6,82.1,2024-11-07,0,24.12,69.71,0.79,0.0,102.0,0.91
29.5,81.7,2012-11-13,0,4.32,80.07,1.21,0.0,1758.0,0.166
26.8,86.5,2016-03-19,1,24.91,28.1,2.12,0.0,208.0,2.265
26.8,85.4,2020-04-02,0,26.85,36.44,2.63,0.33,78.0,2.246
26.9,83.3,2017-01-09,0,18.55,53.06,1.25,0.1,79.0,1.003
27.4,84.9,2016-04-09,1,28.16,20.07,3.02,0.0,571.0,3.05
28.7,82.0,2019-06-17,1,28.08,41.19,2.19,0.16,982.0,2.233
29.7,86.7,2021-06-07,0,6.12,56.09,2.25,0.89,5377.0,0.414
27.7,82.5,2017-04-09,1,29.16,12.28,4.1,0.13,553.0,3.546
28.3,86.2,2016-07-17,0,4.73,80.22,2.56,0.73,6223.0,0.169
26.7,86.7,2025-03-18,1,25.6,29.88,3.36,0.0,266.0,2.302
28.9,80.6,2019-05-07,1,28.2,18.16,2.09,0.0,639.0,3.13
26.8,86.7,2018-03-27,1,23.68,24.31,1.85,0.0,180.0,2.216
26.9,86.2,2024-03-18,1,23.04,20.87,1.77,0.04,173.0,2.228
28.2,81.0,2023-08-28,0,28.04,87.92,2.37,4.94,139.0,0.458
28.5,84.6,2017-01-31,0,-1.73,58.87,1.56,0.0,4788.0,0.221
26.7,88.1,2015-08-27,0,28.19,86.07,0.72,10.76,169.0,0.532
28.3,81.2,2014-02-12,0,14.81,42.33,1.8,0.05,137.0,0.972
27.3,86.2,2016-04-12,1,16.94,33.98,2.53,0.0,1138.0,1.274
28.2,81.3,2025-05-18,1,32.71,34.14,2.02,3.03,151.0,3.259
27.7,83.6,2023-04-12,1,29.15,27.05,2.24,0.0,904.0,2.948
28.9,81.4,2018-04-26,1,24.77,35.12,1.52,0.19,713.0,2.027
29.5,81.5,2014-05-18,1,17.73,43.17,2.12,0.0,2820.0,1.153
30.1,83.7,2024-07-02,0,8.94,73.55,2.34,8.8,4753.0,0.302
26.4,85.3,2017-03-23,0,26.95,36.84,1.47,0.0,65.0,2.245
27.8,82.3,2023-04-16,1,27.22,32.05,2.83,0.0,614.0,2.454
28.5,82.3,2025-01-31,1,8.67,43.07,1.55,0.0,1420.0,0.639
27.7,84.5,2022-03-26,1,26.81,31.74,2.37,0.0,243.0,2.407
29.4,88.1,2018-01-17,0,-6.64,26.34,3.4,0.0,4848.0,0.274
30.0,88.4,2015-03-05,0,-10.95,45.32,4.76,0.0,4912.0,0.145
28.0,84.5,2014-04-11,1,21.2,27.21,1.77,0.0,638.0,1.833
29.0,88.3,2012-05-08,0,6.14,30.51,1.91,1.99,4382.0,0.656
29.0,80.9,2024-04-09,1,25.14,15.9,1.31,0.0,1301.0,2.686
26.3,84.5,2014-10-24,0,23.96,70.94,0.59,0.0,69.0,0.865
27.7,81.6,2020-05-17,0,32.26,32.76,2.91,0.02,128.0,3.244
27.2,81.2,2012-09-05,0,26.93,88.34,4.3,1.09,123.0,0.414
27.3,86.4,2021-10-12,0,17.65,71.78,1.15,0.0,1755.0,0.57
27.2,84.8,2021-03-25,1,27.47,16.84,4.14,0.0,122.0,3.048
28.7,82.9,2016-04-07,1,9.18,50.53,1.88,0.12,3218.0,0.575
27.5,84.8,2014-05-11,1,29.99,26.97,2.19,0.0,337.0,3.097
26.9,86.0,2014-08-15,0,25.09,86.15,1.11,21.19,152.0,0.441
28.5,80.3,2024-01-30,0,15.93,44.7,1.06,0.0,192.0,1.001
27.8,83.1,2016-04-09,1,24.25,20.11,2.7,0.0,926.0,2.42
26.6,87.0,2024-02-11,1,18.86,36.47,1.23,0.0,88.0,1.384
28.6,83.4,2019-07-01,0,16.03,80.15,1.46,3.04,3221.0,0.362
30.4,83.0,2020-09-03,0,5.83,74.23,2.5,0.0,4902.0,0.238
28.1,82.8,2023-04-27,1,24.99,41.59,1.43,0.21,1072.0,1.849
28.7,82.3,2019-06-16,1,24.07,37.29,2.53,0.4,1786.0,1.879
29.3,80.2,2020-01-14,0,7.79,88.92,1.02,4.89,1562.0,0.117
28.6,89.0,2016-03-07,0,-6.32,56.8,4.52,1.35,4599.0,0.164
26.9,88.0,2016-01-16,0,10.67,48.39,1.29,0.0,702.0,0.663
29.3,80.5,2021-03-31,1,18.24,19.26,2.17,0.0,1157.0,1.692
28.1,81.9,2022-04-26,1,31.99,24.58,2.82,0.01,229.0,3.584
27.5,84.8,2023-04-18,1,29.38,26.87,2.46,0.0,337.0,2.994
27.9,84.2,2021-04-13,1,22.78,23.63,1.87,0.26,744.0,2.117
27.2,84.2,2024-05-06,0,32.47,25.71,3.32,0.22,104.0,3.627
28.7,81.3,2023-05-06,1,28.98,40.84,2.56,0.0,594.0,2.367
27.8,85.4,2024-02-03,0,1.63,46.43,1.83,0.0,2060.0,0.368
26.8,89.4,2022-11-08,0,14.33,91.29,0.26,0.0,198.0,0.142
26.5,85.3,2021-07-15,0,29.45,84.38,2.14,1.95,65.0,0.642
29.4,80.3,2014-06-04,1,26.93,37.01,2.04,0.0,930.0,2.237
27.1,86.0,2019-03-24,1,23.86,22.62,1.86,0.0,663.0,2.29
26.7,86.8,2016-03-16,1,25.65,28.86,3.62,0.52,196.0,2.342
28.8,89.3,2012-01-20,0,-10.77,42.39,4.98,0.0,4397.0,0.155
27.4,87.4,2017-06-01,0,15.5,74.98,2.19,1.43,2672.0,0.441
29.6,81.8,2014-06-09,0,17.47,34.58,2.05,0.35,1913.0,1.306
27.8,81.5,2022-09-08,0,29.66,75.2,1.37,2.15,128.0,1.032
26.9,81.5,2012-11-21,0,18.03,57.8,1.14,0.0,116.0,0.873
28.4,84.9,2024-02-17,1,-3.92,68.05,1.76,0.0,1950.0,0.146
26.8,80.9,2017-12-09,0,18.68,39.19,0.93,0.0,126.0,1.31
28.8,81.3,2014-05-22,1,28.05,23.73,1.78,0.0,501.0,2.891
28.1,89.5,2023-12-26,0,-4.8,53.83,1.25,0.0,5546.0,0.197
27.5,84.1,2023-04-13,1,29.56,27.75,1.7,0.0,331.0,2.989
26.7,86.5,2020-05-28,0,29.43,54.45,3.47,1.05,113.0,1.87
27.5,83.9,2018-04-24,1,30.44,20.58,1.42,0.0,686.0,3.456
29.0,81.0,2016-04-08,1,23.13,30.47,1.53,0.0,1509.0,1.969
27.6,81.6,2021-03-12,0,27.82,22.63,2.4,0.03,116.0,2.894
29.8,82.2,2017-10-20,0,-1.76,73.23,2.9,0.0,3479.0,0.144
27.0,83.5,2015-11-22,0,22.09,43.54,1.02,0.0,96.0,1.501
27.1,84.9,2013-11-27,1,19.47,69.02,1.27,0.0,98.0,0.701
29.4,81.8,2018-02-04,1,2.51,41.62,1.65,0.0,3153.0,0.427
27.8,82.8,2016-03-21,1,22.64,25.59,3.88,0.0,346.0,2.045
27.0,85.7,2017-01-01,0,18.62,58.48,1.11,0.02,153.0,0.891
27.3,84.9,2017-04-05,1,24.06,41.01,1.63,8.93,370.0,1.767
28.6,81.8,2024-05-01,1,24.46,17.89,2.72,0.0,1171.0,2.519
29.9,82.3,2024-10-25,0,-1.07,62.55,1.75,0.0,3598.0,0.212
27.8,83.3,2021-04-18,1,23.08,31.14,2.88,1.85,1189.0,1.944
27.1,87.2,2012-10-21,0,18.2,71.04,0.98,0.0,446.0,0.605
28.1,82.0,2016-04-12,1,29.74,20.36,3.64,0.0,710.0,3.329
26.7,87.9,2023-05-13,1,31.02,41.98,1.93,0.16,309.0,2.61
28.3,82.1,2024-05-01,1,24.46,17.89,2.72,0.0,1665.0,2.519
27.2,85.3,2018-03-17,1,25.59,19.64,2.56,0.11,283.0,2.636
27.0,86.1,2023-03-28,1,23.05,32.89,2.34,0.0,280.0,1.891
27.5,84.5,2020-03-04,1,21.49,49.6,1.37,0.12,455.0,1.292
26.7,87.9,2015-03-17,1,26.21,36.79,4.0,0.0,309.0,2.151
26.8,87.1,2021-04-04,1,22.35,16.9,2.13,0.0,106.0,2.244
26.8,84.3,2024-03-19,0,26.12,23.95,1.7,0.21,78.0,2.575
28.7,84.8,2014-01-02,0,-4.52,45.88,1.24,0.0,4172.0,0.236
26.8,85.1,2013-07-08,0,29.14,77.42,0.9,14.28,78.0,0.912
27.3,86.0,2016-04-21,1,18.93,36.9,2.37,0.66,885.0,1.381
28.4,87.8,2015-03-14,0,-5.24,55.88,3.73,0.0,4197.0,0.182
26.5,89.2,2015-06-29,0,27.91,84.86,1.56,5.88,59.0,0.569
26.8,86.9,2014-03-30,1,25.1,26.7,3.32,0.0,125.0,2.336
26.9,86.8,2015-04-07,1,23.03,47.04,1.85,0.6,747.0,1.491
29.0,80.5,2024-05-16,1,29.85,23.16,1.2,0.0,1184.0,3.232
27.2,84.7,2015-05-02,1,31.52,34.61,1.53,0.77,113.0,3.026
28.8,80.2,2016-12-31,1,16.61,43.28,1.28,0.0,179.0,1.072
29.1,80.7,2019-05-06,1,27.35,20.24,1.99,0.0,1600.0,2.903
28.9,82.6,2015-12-14,1,-1.59,37.93,1.26,0.0,3431.0,0.337
27.7,81.3,2013-11-23,0,17.26,68.66,1.65,0.0,120.0,0.617
29.9,82.5,2024-06-16,1,4.07,73.52,3.19,0.17,4720.0,0.216
28.9,80.1,2019-03-22,1,22.24,38.9,2.31,0.0,198.0,1.639
29.1,87.2,2012-06-10,0,6.71,43.81,3.32,0.0,4744.0,0.552
27.1,86.1,2019-04-18,1,25.25,40.73,3.07,0.07,434.0,1.906
28.1,84.7,2023-08-04,0,19.8,89.5,1.29,2.87,1012.0,0.242
30.2,87.1,2013-03-25,0,-8.11,47.38,3.42,0.0,5100.0,0.174
29.1,80.6,2016-04-27,1,28.08,13.16,1.79,0.0,1293.0,3.298
27.9,82.9,2024-04-09,1,21.18,24.24,2.44,0.0,365.0,1.905
28.9,81.3,2021-03-07,1,18.16,29.03,1.42,0.09,1425.0,1.48
28.0,82.0,2024-04-20,1,32.24,18.28,3.53,0.0,202.0,3.939
26.7,87.9,2016-03-10,1,27.12,23.27,3.47,0.0,309.0,2.755
27.7,83.3,2022-04-23,1,32.69,18.5,4.26,0.07,136.0,4.029
28.4,82.0,2016-04-30,1,27.16,14.29,1.99,0.0,1874.0,3.085
29.9,86.8,2013-12-28,0,-14.66,66.78,5.77,0.0,5183.0,0.065
27.0,86.0,2016-03-19,1,24.91,28.1,2.12,0.0,370.0,2.265
27.7,83.7,2017-04-10,1,26.92,18.41,2.72,0.0,838.0,2.895
27.0,84.0,2019-07-13,0,28.89,90.3,3.81,42.95,95.0,0.386
26.3,87.1,2014-10-08,0,27.07,80.7,0.65,0.0,65.0,0.691
30.1,89.4,2021-02-20,0,-10.52,48.41,1.96,0.02,5679.0,0.141
29.5,82.9,2012-06-06,0,1.28,71.14,2.93,0.01,4230.0,0.193
28.5,81.9,2016-04-13,1,24.6,24.15,2.63,0.0,2066.0,2.346
27.0,81.7,2013-09-20,0,27.82,83.98,3.37,5.24,105.0,0.599
28.1,82.1,2022-04-18,1,32.0,23.16,2.52,0.01,930.0,3.654
29.2,80.4,2022-04-19,1,28.58,19.42,1.5,0.0,1121.0,3.15
27.8,84.3,2021-03-19,1,20.39,33.65,1.82,0.84,399.0,1.589
27.4,84.4,2021-03-25,1,26.2,18.48,3.2,0.0,394.0,2.773
30.1,81.2,2017-01-15,0,-12.09,80.57,1.59,0.87,4160.0,0.047
26.8,85.6,2014-06-22,0,30.41,67.44,2.13,6.88,77.0,1.414
27.3,88.0,2018-09-20,0,9.38,90.16,1.22,6.81,2327.0,0.116
26.9,83.9,2020-06-13,0,32.63,60.31,4.3,0.1,85.0,1.955
28.1,83.6,2020-07-15,0,23.05,91.75,1.56,0.36,618.0,0.232
28.7,81.4,2017-04-25,1,31.16,24.33,2.46,0.14,459.0,3.431
28.8,88.2,2023-05-19,0,6.74,40.87,3.55,0.32,4888.0,0.582
27.8,83.1,2016-04-19,1,26.01,27.7,2.94,0.29,926.0,2.432
28.1,83.7,2021-07-24,0,23.98,85.74,1.7,3.97,1532.0,0.425
26.6,88.0,2015-07-12,0,28.46,84.1,1.64,1.89,112.0,0.617
27.1,82.1,2020-11-02,0,20.96,47.13,2.12,0.0,107.0,1.312
29.9,82.0,2018-11-14,0,-4.61,84.43,1.72,0.06,4356.0,0.068
27.4,88.0,2023-04-18,0,6.3,66.28,1.91,0.26,3110.0,0.322
28.9,81.3,2022-04-26,1,26.16,25.0,1.91,0.09,1425.0,2.545
27.1,86.7,2018-03-06,1,19.04,39.07,2.87,0.03,613.0,1.342
28.6,81.8,2024-05-03,1,25.66,17.76,1.91,0.0,1171.0,2.709
30.0,86.3,2020-05-22,0,3.05,54.58,1.96,0.43,5040.0,0.345
28.5,82.1,2023-05-17,1,26.95,39.09,1.99,0.42,1051.0,2.165
26.7,86.7,2017-04-10,1,28.24,15.16,2.66,0.0,266.0,3.252
29.7,88.6,2023-09-08,0,6.97,76.98,1.69,0.22,4629.0,0.23
29.2,84.5,2024-02-12,0,-12.62,66.34,1.62,0.1,4631.0,0.078
28.1,83.3,2014-04-28,1,25.81,24.93,1.91,0.0,1163.0,2.495
29.8,81.9,2018-02-27,1,-0.48,49.65,1.79,0.0,2202.0,0.297
29.4,88.9,2013-08-24,0,9.54,66.85,1.77,0.22,4590.0,0.395
28.3,86.4,2012-11-30,0,-12.69,59.23,3.98,0.0,6282.0,0.094
27.6,84.9,2021-03-21,1,23.19,29.46,1.87,0.0,764.0,2.005
27.4,85.1,2024-03-28,0,23.28,41.21,1.66,0.0,491.0,1.68
30.4,82.5,2017-10-09,0,-2.94,62.81,3.38,0.02,4943.0,0.183
29.9,83.5,2016-03-19,0,-10.6,78.14,3.56,0.0,4574.0,0.06
27.4,84.8,2021-03-24,1,24.65,25.6,3.23,0.0,394.0,2.308
27.9,82.1,2016-04-25,1,31.22,9.09,3.49,0.0,242.0,4.136
27.1,87.1,2025-04-04,1,24.05,25.86,2.47,0.0,484.0,2.219
27.5,83.8,2017-04-28,1,31.88,21.9,2.17,0.02,117.0,3.688
27.3,85.5,2025-04-01,1,20.63,29.34,1.64,0.0,525.0,1.718
27.9,85.2,2019-05-09,1,20.12,35.37,1.87,0.0,539.0,1.522
26.5,84.8,2023-03-31,0,25.72,36.45,1.66,1.14,66.0,2.101
27.8,82.7,2021-03-26,1,21.94,22.26,2.65,0.0,328.0,2.048
28.3,82.0,2014-05-16,1,26.64,29.31,2.14,0.0,778.0,2.468
28.3,81.6,2018-04-26,1,25.13,32.73,1.89,0.1,215.0,2.148
29.7,88.8,2021-06-03,0,7.6,47.65,2.32,0.08,5204.0,0.546
28.6,82.1,2014-05-11,1,27.96,25.73,2.26,0.01,1023.0,2.801
27.4,83.8,2023-12-10,1,16.27,62.62,1.27,0.0,105.0,0.691
29.0,80.5,2014-05-22,1,30.37,22.08,1.78,0.0,1184.0,3.377
27.9,89.2,2013-11-06,0,-1.75,78.01,2.28,0.0,4544.0,0.118
27.4,86.6,2019-10-22,0,9.5,74.54,1.64,0.01,2310.0,0.302
27.2,85.6,2012-08-05,0,28.13,79.72,1.04,3.34,256.0,0.772
27.2,85.3,2014-04-15,1,30.78,24.32,2.37,0.0,283.0,3.358
27.0,82.0,2015-01-11,0,12.61,44.82,1.76,0.0,99.0,0.806
29.3,80.4,2021-03-27,1,17.52,28.14,1.75,0.0,1340.0,1.439
30.0,85.9,2018-02-04,0,-15.4,61.26,5.6,0.0,5567.0,0.071
29.1,80.5,2024-04-25,1,27.03,20.55,1.75,0.0,775.0,2.838
30.1,87.8,2023-07-15,0,8.44,66.65,1.54,3.28,4891.0,0.369
28.0,83.9,2021-03-23,1,21.49,30.01,2.0,0.01,754.0,1.794
29.2,88.5,2018-06-19,0,11.72,48.98,2.71,0.13,4011.0,0.702
27.4,84.4,2024-04-15,1,31.08,23.96,2.33,0.01,394.0,3.432
27.2,84.9,2019-04-18,1,27.85,42.41,2.44,0.39,160.0,2.158
27.6,85.2,2016-04-28,1,30.37,12.34,2.39,0.0,2087.0,3.799
27.4,85.7,2024-04-11,1,21.42,27.33,1.97,0.45,1749.0,1.854
26.9,87.3,2017-04-13,1,23.46,33.93,1.79,0.0,913.0,1.908
28.0,82.8,2025-04-26,1,28.21,19.89,2.86,0.0,779.0,3.065
29.7,81.4,2016-12-14,1,5.75,23.86,1.45,0.0,2848.0,0.7
30.5,83.8,2019-09-28,0,-0.09,81.39,2.12,5.47,5856.0,0.113
27.9,83.5,2021-04-15,1,25.13,24.09,2.21,0.86,1164.0,2.423
28.4,87.0,2024-07-12,0,6.86,76.74,2.53,2.48,4283.0,0.231
29.5,80.4,2016-04-28,1,21.72,17.27,2.17,0.0,1894.0,2.15
29.2,80.0,2017-05-23,0,33.09,33.13,1.86,0.13,997.0,3.381
28.8,89.1,2016-02-21,0,-0.55,23.24,4.16,0.0,4973.0,0.45
29.2,85.4,2019-04-02,0,-6.46,56.48,3.0,0.32,4749.0,0.164
29.2,80.4,2021-04-09,1,25.08,11.06,1.25,0.0,1121.0,2.831
28.6,81.3,2021-04-14,1,31.72,16.39,1.99,0.0,243.0,3.913
28.5,86.2,2022-12-28,0,-13.26,60.54,3.65,0.0,5199.0,0.087
27.9,87.9,2021-08-20,0,5.88,88.42,2.37,6.83,5700.0,0.107
27.4,85.8,2014-05-11,0,26.23,29.87,2.25,0.0,1193.0,2.39
26.8,87.7,2018-01-21,0,13.14,41.74,1.08,0.0,447.0,0.881
30.2,83.7,2022-10-10,0,-2.26,91.17,2.36,6.6,4767.0,0.046
27.2,82.2,2020-07-25,0,29.05,82.64,1.79,0.54,104.0,0.697
27.2,87.5,2020-09-09,0,23.4,89.89,1.45,2.63,1844.0,0.291
30.5,84.9,2022-10-20,0,-7.68,72.26,4.24,0.0,5061.0,0.095
28.8,80.3,2021-03-15,1,24.47,22.6,2.43,0.0,189.0,2.376
28.2,82.0,2017-04-12,1,29.3,19.19,2.16,0.0,474.0,3.294
27.5,83.9,2016-02-27,1,22.84,19.11,1.38,0.0,686.0,2.251
26.4,85.8,2014-09-28,0,26.68,83.66,1.14,0.41,59.0,0.572
28.0,83.9,2016-04-09,1,23.73,23.13,2.29,0.0,754.0,2.257
27.5,83.4,2012-02-17,0,19.99,45.7,1.83,0.0,104.0,1.269
28.4,81.8,2022-04-16,1,23.79,31.08,2.0,0.43,941.0,2.031
28.0,83.0,2021-04-06,1,23.65,15.78,1.85,0.0,1092.0,2.461
29.8,80.7,2021-03-25,1,3.06,46.8,1.76,0.14,3094.0,0.405
28.1,82.2,2015-06-09,0,33.29,23.5,2.65,1.23,579.0,3.911
27.9,83.5,2021-04-07,1,23.73,21.96,1.94,0.02,1164.0,2.291
28.5,81.5,2016-04-24,1,30.01,12.21,3.16,0.0,1056.0,3.727
27.5,83.9,2025-03-28,1,30.8,16.79,3.66,0.0,686.0,3.696
28.1,86.2,2022-10-22,0,-1.05,66.86,1.81,0.0,5234.0,0.187
27.8,82.9,2014-04-08,1,22.89,36.38,2.87,4.22,684.0,1.776
27.5,84.6,2024-04-10,1,28.35,18.5,2.1,0.03,356.0,3.144
28.9,81.4,2024-05-02,1,22.98,15.74,1.75,0.0,713.0,2.364
30.1,88.6,2024-05-06,0,0.59,49.56,1.73,0.17,5192.0,0.322
27.6,85.8,2016-03-04,0,18.25,34.23,1.76,0.11,1723.0,1.379
28.3,81.6,2018-05-06,1,26.25,43.25,1.92,3.05,215.0,1.936
26.9,86.5,2016-10-28,0,21.29,70.43,1.13,0.0,520.0,0.749
27.6,84.5,2024-04-20,1,32.76,17.41,4.32,0.0,192.0,4.099
27.4,81.7,2024-10-31,0,24.86,80.14,1.72,0.0,114.0,0.624
27.8,84.6,2021-03-27,1,20.68,25.77,1.71,0.0,1455.0,1.81
28.3,83.7,2024-04-25,1,10.72,38.7,2.02,0.0,1538.0,0.79
27.1,85.6,2021-03-26,1,25.92,16.89,2.99,0.0,167.0,2.781
27.9,82.5,2017-04-12,1,26.3,19.68,2.17,0.0,611.0,2.748
27.3,86.7,2019-03-15,1,7.87,52.04,2.67,0.01,945.0,0.51
29.6,84.5,2018-10-18,0,-5.15,57.43,2.68,0.0,4872.0,0.177
27.8,82.3,2023-04-13,1,25.99,32.16,2.97,0.0,614.0,2.279
27.4,85.5,2016-01-09,0,11.27,54.42,1.46,0.0,1090.0,0.609
26.7,88.0,2013-04-21,0,22.74,68.07,1.87,4.86,163.0,0.883
28.6,88.7,2021-04-21,0,-2.27,68.29,4.84,0.06,5507.0,0.164
26.4,84.6,2020-09-27,0,26.16,79.36,1.19,0.05,68.0,0.7
27.7,86.3,2023-05-26,0,15.52,67.21,1.97,4.84,3269.0,0.578
27.4,84.5,2021-04-02,1,26.84,13.28,1.38,0.12,383.0,3.063
28.4,80.4,2022-10-30,0,22.41,75.54,0.9,0.0,168.0,0.663
27.0,85.9,2017-03-18,1,22.84,35.99,1.66,1.69,272.0,1.781
27.6,83.0,2016-02-23,0,22.36,17.83,2.06,0.0,111.0,2.221
29.8,86.6,2013-11-04,0,-10.42,56.94,3.24,0.0,5366.0,0.119
28.2,81.8,2021-04-12,1,29.91,13.72,2.5,0.0,244.0,3.642
27.0,86.6,2016-04-25,1,26.79,17.66,2.96,0.0,1889.0,2.9
29.0,80.6,2019-04-29,1,29.28,21.19,1.29,0.0,797.0,3.208
27.2,89.1,2015-02-22,0,12.41,61.95,0.67,0.0,2711.0,0.548
26.4,87.2,2014-03-29,0,29.55,26.89,4.28,0.0,68.0,3.023
27.2,85.4,2023-03-07,1,24.16,28.41,2.46,0.07,620.0,2.157
28.5,81.6,2021-04-03,1,19.38,13.24,2.07,0.0,543.0,1.952
28.0,85.5,2013-03-07,0,5.14,56.44,1.76,11.48,3355.0,0.384
28.9,86.3,2021-12-08,0,-9.45,52.07,3.27,0.0,4672.0,0.143
27.5,83.9,2021-04-13,1,31.42,15.83,2.77,0.01,686.0,3.873
26.4,82.0,2017-02-06,0,20.58,45.52,1.32,0.03,90.0,1.32
27.7,83.8,2017-04-11,1,27.97,19.24,1.41,0.0,560.0,3.047
29.7,83.2,2017-01-29,0,-12.67,65.28,2.79,0.13,4974.0,0.08
27.1,86.0,2025-04-03,1,24.46,29.72,1.94,0.0,663.0,2.156
27.0,83.8,2022-07-06,0,32.33,67.87,3.63,0.84,91.0,1.556
28.8,87.6,2023-08-27,0,8.19,69.99,1.99,2.68,5696.0,0.326
28.9,84.0,2015-10-11,0,-0.78,66.18,1.08,1.01,4444.0,0.195
27.5,88.5,2015-04-21,0,9.63,69.68,1.89,1.7,1718.0,0.363
27.0,85.7,2016-02-21,1,24.35,37.06,3.75,0.0,153.0,1.918
28.5,81.5,2024-04-17,1,29.38,27.03,2.55,0.0,1056.0,2.988
28.2,86.2,2020-01-22,0,-10.47,79.68,2.39,0.0,4950.0,0.056
29.0,81.1,2021-03-31,1,22.7,16.9,1.75,0.0,1105.0,2.293
26.9,89.3,2023-08-31,0,19.9,90.42,0.42,0.4,954.0,0.223
27.3,83.8,2013-01-20,0,14.71,61.01,1.4,0.0,97.0,0.653
28.8,81.1,2019-05-21,1,27.57,30.2,1.43,0.14,539.0,2.573
27.4,84.7,2016-04-10,1,28.82,16.79,3.38,0.0,401.0,3.299
27.5,82.0,2017-09-24,0,28.5,81.04,0.89,0.03,112.0,0.738
27.9,83.0,2014-04-20,1,22.76,35.59,2.06,0.0,989.0,1.783
28.9,85.9,2013-07-13,0,6.4,79.45,2.22,0.57,5510.0,0.198
30.0,84.2,2015-10-02,0,-1.43,65.75,2.44,0.05,4941.0,0.188
28.5,81.7,2021-04-02,1,20.46,13.18,1.82,0.0,644.0,2.089
28.9,81.1,2016-04-20,1,27.4,24.57,2.0,0.0,648.0,2.753
28.8,80.7,2021-04-10,1,25.47,11.34,1.4,0.0,196.0,2.888
27.7,82.7,2020-04-03,1,24.75,37.11,2.9,0.0,182.0,1.963
28.5,80.7,2014-03-15,0,21.98,43.3,1.56,0.0,158.0,1.497
28.0,82.8,2023-04-12,1,25.52,31.14,2.92,0.0,779.0,2.25
27.0,85.9,2018-03-19,1,25.81,16.46,1.45,0.0,272.0,2.777
27.8,80.6,2021-10-16,0,26.78,62.48,0.74,0.42,151.0,1.321
28.3,80.8,2012-07-18,0,33.81,58.71,2.47,3.3,150.0,2.173
29.0,80.3,2017-05-06,1,33.4,18.53,2.26,0.02,279.0,4.191
28.8,82.4,2021-03-21,1,5.67,61.62,1.59,0.0,2060.0,0.351
28.3,81.9,2023-04-19,1,25.69,36.99,2.06,0.06,1124.0,2.08
27.2,81.7,2023-03-14,0,26.26,36.66,1.44,0.02,109.0,2.162
